source,target,score
BOD1L1,CXXC1,0.928
BOD1L1,RBBP5,0.915
BOD1L1,SETD1A,0.927
BOK,MCL1,0.985
BOLA2,GLRX3,0.995
BOP1,BRIX1,0.996
BOP1,CEBPZ,0.95
BOP1,DDX18,0.999
BOP1,DDX24,0.934
BOP1,DDX27,0.974
BOP1,DDX56,0.963
BOP1,DKC1,0.955
BOP1,EBNA1BP2,0.996
BOP1,EIF6,0.989
BOP1,FBL,0.963
BOP1,FTSJ3,0.998
BOP1,GNL2,0.966
BOP1,GNL3,0.995
BOP1,GRWD1,0.998
BOP1,GTPBP4,0.996
BOP1,IMP3,0.943
BOP1,IMP4,0.975
BOP1,KCTD19,0.978
BOP1,MRTO4,0.997
BOP1,MYBBP1A,0.915
BOP1,NIFK,0.99
BOP1,NOP2,0.99
BOP1,NOP56,0.974
BOP1,NOP58,0.991
BOP1,PA2G4,0.929
BOP1,PES1,0.999
BOP1,POLR1A,0.933
BOP1,POLR1B,0.91
BOP1,RBM28,0.918
BOP1,RPF2,0.991
BOP1,RPL13,0.939
BOP1,RPL14,0.948
BOP1,RPL15,0.929
BOP1,RPL18,0.933
BOP1,RPL18A,0.923
BOP1,RPL19,0.925
BOP1,RPL21,0.93
BOP1,RPL23,0.925
BOP1,RPL23A,0.965
BOP1,RPL26,0.922
BOP1,RPL27,0.975
BOP1,RPL27A,0.935
BOP1,RPL3,0.939
BOP1,RPL30,0.949
BOP1,RPL31,0.952
BOP1,RPL32,0.946
BOP1,RPL34,0.924
BOP1,RPL35,0.943
BOP1,RPL35A,0.938
BOP1,RPL36,0.974
BOP1,RPL37,0.937
BOP1,RPL38,0.974
BOP1,RPL4,0.939
BOP1,RPL6,0.951
BOP1,RPL7,0.966
BOP1,RPL7A,0.979
BOP1,RPL9,0.922
BOP1,RPLP0,0.974
BOP1,RRP1,0.988
BOP1,RRS1,0.962
BOP1,RSL1D1,0.998
BOP1,RSL24D1,0.989
BOP1,TBL3,0.967
BOP1,WDR12,0.999
BOP1,WDR18,0.967
BORCS5,BORCS6,0.999
BORCS5,BORCS7,0.999
BORCS5,BORCS8,0.999
BORCS5,KXD1,0.999
BORCS5,SNAPIN,0.998
BORCS6,BORCS7,0.999
BORCS6,BORCS8,0.999
BORCS6,KXD1,0.999
BORCS6,SNAPIN,0.999
BORCS7,BORCS8,0.998
BORCS7,KXD1,0.998
BORCS7,SNAPIN,0.999
BORCS8,KXD1,0.998
BORCS8,SNAPIN,0.997
BPTF,CECR2,0.925
BPTF,H3-3A,0.909
BPTF,H3-3B,0.998
BPTF,H3C1,0.959
BPTF,RBBP4,0.996
BPTF,RBBP7,0.968
BPTF,RSF1,0.918
BPTF,SMARCA1,0.999
BPTF,SMARCA5,0.999
BRAF,CDC37,0.991
BRAF,GSK3B,0.925
BRAF,HRAS,0.999
BRAF,HSP90AA1,0.984
BRAF,HSP90AB1,0.998
BRAF,IQGAP1,0.983
BRAF,KRAS,0.999
BRAF,KSR1,0.939
BRAF,MAP2K1,0.999
BRAF,MAP2K2,0.998
BRAF,MAPK1,0.949
BRAF,MAPK3,0.96
BRAF,MRAS,0.965
BRAF,NF1,0.903
BRAF,NRAS,0.999
BRAF,PIK3CA,0.947
BRAF,PPP5C,0.979
BRAF,PRKACA,0.922
BRAF,PRKACB,0.922
BRAF,PRKCA,0.937
BRAF,PRKCB,0.909
BRAF,PRKCE,0.91
BRAF,PRKCG,0.943
BRAF,PTEN,0.943
BRAF,RAF1,0.999
BRAF,RAP1A,0.989
BRAF,RAP1B,0.96
BRAF,RRAS,0.956
BRAF,SOS1,0.9
BRAF,YWHAB,0.994
BRAF,YWHAE,0.994
BRAF,YWHAG,0.993
BRAF,YWHAH,0.993
BRAF,YWHAQ,0.997
BRAF,YWHAZ,0.999
BRAP,BRCA1,0.997
BRAP,HRAS,0.93
BRAP,KRAS,0.903
BRAP,KSR1,0.984
BRAP,KSR2,0.906
BRAP,MRAS,0.903
BRAP,NRAS,0.911
BRAP,RRAS,0.901
BRAP,UBB,0.935
BRCA1,BRCA2,0.999
BRCA1,BRCC3,0.999
BRCA1,BRIP1,0.999
BRCA1,BUB1B,0.905
BRCA1,CBX2,0.94
BRCA1,CBX4,0.915
BRCA1,CBX8,0.908
BRCA1,CCNA2,0.956
BRCA1,CCNB1,0.916
BRCA1,CCND1,0.922
BRCA1,CDC16,0.927
BRCA1,CDC23,0.911
BRCA1,CDC26,0.906
BRCA1,CDC27,0.923
BRCA1,CDK2,0.984
BRCA1,CDK4,0.972
BRCA1,CHEK1,0.996
BRCA1,CHEK2,0.999
BRCA1,CREBBP,0.968
BRCA1,CSTF1,0.974
BRCA1,CUL7,0.913
BRCA1,DHX9,0.983
BRCA1,DROSHA,0.944
BRCA1,EP300,0.986
BRCA1,ERBB2,0.918
BRCA1,ERCC1,0.93
BRCA1,ERCC4,0.914
BRCA1,ERCC5,0.911
BRCA1,ESR1,0.999
BRCA1,EXO1,0.981
BRCA1,EZH2,0.926
BRCA1,FANCA,0.995
BRCA1,FANCC,0.926
BRCA1,FANCD2,0.999
BRCA1,FANCE,0.92
BRCA1,FANCG,0.939
BRCA1,FANCI,0.993
BRCA1,FANCM,0.916
BRCA1,FLNA,0.917
BRCA1,H2AC20,0.955
BRCA1,H2AX,0.999
BRCA1,H2BC21,0.938
BRCA1,HDAC1,0.958
BRCA1,HDAC2,0.953
BRCA1,HMMR,0.964
BRCA1,IFI16,0.953
BRCA1,MDC1,0.999
BRCA1,MLH1,0.994
BRCA1,MRE11,0.999
BRCA1,MSH2,0.994
BRCA1,MSH3,0.91
BRCA1,MSH6,0.996
BRCA1,MUS81,0.911
BRCA1,MYC,0.999
BRCA1,NBN,0.993
BRCA1,NELFB,0.902
BRCA1,PALB2,0.999
BRCA1,PARP1,0.974
BRCA1,PCGF2,0.916
BRCA1,PCGF6,0.907
BRCA1,PGR,0.963
BRCA1,PHC1,0.905
BRCA1,PHC2,0.901
BRCA1,PHC3,0.911
BRCA1,PIAS1,0.943
BRCA1,PLK1,0.96
BRCA1,PMS2,0.95
BRCA1,POLD1,0.937
BRCA1,POLE,0.919
BRCA1,POLR2A,0.954
BRCA1,POU2F1,0.919
BRCA1,PRKDC,0.955
BRCA1,RAD50,0.999
BRCA1,RAD51,0.999
BRCA1,RAD51B,0.922
BRCA1,RAD51C,0.98
BRCA1,RAD51D,0.953
BRCA1,RAD52,0.987
BRCA1,RBBP7,0.93
BRCA1,RBBP8,0.999
BRCA1,RFC2,0.94
BRCA1,RFC4,0.94
BRCA1,RING1,0.917
BRCA1,RMI1,0.915
BRCA1,RNF2,0.923
BRCA1,RNF8,0.97
BRCA1,RPA1,0.96
BRCA1,SMARCA4,0.983
BRCA1,SMC1A,0.93
BRCA1,STAT1,0.958
BRCA1,TERF1,0.911
BRCA1,TERF2,0.935
BRCA1,TOPBP1,0.999
BRCA1,TP53,0.999
BRCA1,TP53BP1,0.999
BRCA1,TPX2,0.922
BRCA1,TUBG1,0.928
BRCA1,TUBGCP4,0.908
BRCA1,TUBGCP5,0.919
BRCA1,TUBGCP6,0.902
BRCA1,UBE2D3,0.997
BRCA1,UBE2I,0.904
BRCA1,UBE2N,0.955
BRCA1,UIMC1,0.999
BRCA1,WRN,0.983
BRCA1,XRCC2,0.954
BRCA1,XRCC3,0.953
BRCA1,XRCC5,0.972
BRCA1,XRCC6,0.953
BRCA1,ZNF350,0.998
BRCA2,BRCC3,0.984
BRCA2,BRIP1,0.998
BRCA2,BUB1B,0.953
BRCA2,CDK2,0.946
BRCA2,CDK4,0.943
BRCA2,CHEK1,0.963
BRCA2,CHEK2,0.985
BRCA2,DMC1,0.979
BRCA2,EMSY,0.997
BRCA2,ERCC5,0.913
BRCA2,EXO1,0.951
BRCA2,FANCA,0.968
BRCA2,FANCB,0.91
BRCA2,FANCC,0.919
BRCA2,FANCD2,0.999
BRCA2,FANCF,0.908
BRCA2,FANCG,0.997
BRCA2,FANCI,0.996
BRCA2,FANCL,0.902
BRCA2,FANCM,0.937
BRCA2,FLNA,0.977
BRCA2,H2AX,0.973
BRCA2,HMG20B,0.942
BRCA2,HMMR,0.929
BRCA2,KAT2B,0.953
BRCA2,MLH1,0.954
BRCA2,MRE11,0.967
BRCA2,MSH2,0.968
BRCA2,MSH6,0.967
BRCA2,MUS81,0.919
BRCA2,NBN,0.901
BRCA2,PALB2,0.999
BRCA2,PARP1,0.985
BRCA2,PDS5B,0.939
BRCA2,PLK1,0.996
BRCA2,PMS2,0.947
BRCA2,RAD51,0.999
BRCA2,RAD51B,0.961
BRCA2,RAD51C,0.999
BRCA2,RAD51D,0.983
BRCA2,RAD52,0.993
BRCA2,RAD9A,0.931
BRCA2,RBBP8,0.983
BRCA2,SEM1,0.999
BRCA2,SYCP3,0.969
BRCA2,TOP3A,0.915
BRCA2,TP53,0.995
BRCA2,TP53BP1,0.922
BRCA2,XRCC2,0.982
BRCA2,XRCC3,0.999
BRCC3,CBX2,0.9
BRCC3,CBX4,0.907
BRCC3,CBX8,0.9
BRCC3,CDC16,0.905
BRCC3,CDC23,0.913
BRCC3,CDC26,0.909
BRCC3,CDC27,0.904
BRCC3,CUL7,0.904
BRCC3,NLRP3,0.979
BRCC3,PCGF2,0.91
BRCC3,PCGF6,0.903
BRCC3,PHC1,0.901
BRCC3,PHC2,0.903
BRCC3,PHC3,0.903
BRCC3,RAD51,0.969
BRCC3,RING1,0.915
BRCC3,RNF2,0.924
BRCC3,SHMT2,0.999
BRCC3,UIMC1,0.999
BRD1,BRPF1,0.947
BRD1,BRPF3,0.987
BRD1,ING4,0.966
BRD1,ING5,0.991
BRD1,KAT6A,0.995
BRD1,KAT6B,0.993
BRD1,KAT7,0.999
BRD1,MEAF6,0.997
BRD4,BRD9,0.917
BRD4,CCNT1,0.999
BRD4,CCNT2,0.981
BRD4,CDK7,0.954
BRD4,CDK9,0.999
BRD4,CHD4,0.989
BRD4,CHD8,0.957
BRD4,CRBN,0.978
BRD4,E2F1,0.918
BRD4,ELOB,0.921
BRD4,ELOC,0.921
BRD4,EP300,0.988
BRD4,FOXO3,0.96
BRD4,H3-3B,0.995
BRD4,HDAC1,0.954
BRD4,HEXIM1,0.987
BRD4,MYC,0.941
BRD4,NIPBL,0.95
BRD4,POLR2A,0.933
BRD4,RELA,0.999
BRD4,SMARCA4,0.957
BRD4,SPOP,0.914
BRD4,TP53,0.99
BRD4,VHL,0.939
BRD7,EP300,0.925
BRD7,PBRM1,0.999
BRD7,PHF10,0.999
BRD7,SMARCA2,0.977
BRD7,SMARCA4,0.999
BRD7,SMARCB1,0.998
BRD7,SMARCC1,0.994
BRD7,SMARCC2,0.999
BRD7,SMARCD1,0.999
BRD7,SMARCD2,0.97
BRD7,SMARCD3,0.961
BRD7,SMARCE1,0.999
BRD7,TP53,0.99
BRD8,DMAP1,0.999
BRD8,EP400,0.999
BRD8,EPC1,0.957
BRD8,EPC2,0.983
BRD8,H2AZ1,0.901
BRD8,ING3,0.997
BRD8,INO80,0.908
BRD8,INO80B,0.908
BRD8,INO80C,0.9
BRD8,INO80E,0.9
BRD8,KAT5,0.998
BRD8,KAT8,0.941
BRD8,MBTD1,0.99
BRD8,MCRS1,0.915
BRD8,MEAF6,0.998
BRD8,MORF4L1,0.998
BRD8,MORF4L2,0.991
BRD8,MRGBP,0.994
BRD8,MSL1,0.915
BRD8,MSL2,0.9
BRD8,MSL3,0.905
BRD8,NFRKB,0.917
BRD8,RUVBL1,0.995
BRD8,RUVBL2,0.997
BRD8,TRRAP,0.998
BRD8,VPS72,0.987
BRD8,YEATS4,0.998
BRD8,YY1,0.909
BRD9,DPF2,0.935
BRD9,PBRM1,0.968
BRD9,PHF10,0.961
BRD9,SMARCA2,0.996
BRD9,SMARCA4,0.998
BRD9,SMARCB1,0.988
BRD9,SMARCC1,0.998
BRD9,SMARCC2,0.995
BRD9,SMARCD1,0.998
BRD9,SMARCD2,0.976
BRD9,SMARCD3,0.971
BRD9,SMARCE1,0.985
BRD9,SS18,0.989
BRF1,CRCP,0.942
BRF1,GTF3C1,0.991
BRF1,GTF3C3,0.997
BRF1,GTF3C4,0.934
BRF1,GTF3C5,0.964
BRF1,POLR1C,0.918
BRF1,POLR2K,0.939
BRF1,POLR3A,0.957
BRF1,POLR3B,0.974
BRF1,POLR3C,0.952
BRF1,POLR3F,0.993
BRF1,POLR3H,0.913
BRF1,TBP,0.999
BRIP1,CHEK1,0.933
BRIP1,FANCA,0.907
BRIP1,FANCB,0.921
BRIP1,FANCC,0.913
BRIP1,FANCD2,0.997
BRIP1,FANCI,0.994
BRIP1,FANCL,0.912
BRIP1,FANCM,0.969
BRIP1,MLH1,0.999
BRIP1,MMS19,0.961
BRIP1,MRE11,0.998
BRIP1,NBN,0.998
BRIP1,PALB2,0.998
BRIP1,PMS2,0.993
BRIP1,RAD51,0.951
BRIP1,RAD51C,0.941
BRIP1,RBBP8,0.902
BRIP1,RPA1,0.938
BRIP1,TOPBP1,0.999
BRIP1,WRN,0.915
BRIX1,CEBPZ,0.954
BRIX1,DDX18,0.997
BRIX1,DDX56,0.946
BRIX1,EBNA1BP2,0.999
BRIX1,EIF6,0.962
BRIX1,FTSJ3,0.97
BRIX1,GNL2,0.943
BRIX1,GNL3,0.98
BRIX1,GRWD1,0.929
BRIX1,GTPBP4,0.998
BRIX1,IMP3,0.91
BRIX1,IMP4,0.948
BRIX1,KCTD19,0.917
BRIX1,MRTO4,0.997
BRIX1,NHP2,0.953
BRIX1,NIFK,0.999
BRIX1,NOP2,0.986
BRIX1,NOP56,0.941
BRIX1,NOP58,0.973
BRIX1,PA2G4,0.929
BRIX1,PES1,0.993
BRIX1,PWP1,0.925
BRIX1,RBM28,0.948
BRIX1,RPF2,0.993
BRIX1,RPL13,0.955
BRIX1,RPL14,0.906
BRIX1,RPL15,0.929
BRIX1,RPL18,0.967
BRIX1,RPL18A,0.941
BRIX1,RPL23,0.908
BRIX1,RPL23A,0.94
BRIX1,RPL30,0.923
BRIX1,RPL31,0.918
BRIX1,RPL36,0.949
BRIX1,RPL4,0.953
BRIX1,RPL7,0.901
BRIX1,RPL7A,0.968
BRIX1,RPLP0,0.929
BRIX1,RRP1,0.981
BRIX1,RRP8,0.92
BRIX1,RRS1,0.977
BRIX1,RSL1D1,0.997
BRIX1,RSL24D1,0.995
BRIX1,WDR12,0.998
BRK1,CYFIP1,0.999
BRK1,NCK1,0.954
BRK1,NCKAP1,0.999
BRK1,RAC1,0.964
BRK1,SRA1,0.9
BRK1,WAS,0.937
BRK1,WASF1,0.999
BRK1,WASF2,0.999
BRK1,WASF3,0.994
BRMS1,HDAC1,0.992
BRMS1,HDAC2,0.929
BRMS1,ING1,0.976
BRMS1,ING2,0.978
BRMS1,RBBP4,0.92
BRMS1,RBBP7,0.948
BRMS1,SAP30,0.987
BRMS1,SIN3A,0.983
BRMS1,SIN3B,0.952
BRMS1L,HDAC1,0.992
BRMS1L,HDAC2,0.926
BRMS1L,ING1,0.975
BRMS1L,ING2,0.984
BRMS1L,RBBP4,0.957
BRMS1L,RBBP7,0.956
BRMS1L,SAP30,0.995
BRMS1L,SIN3A,0.986
BRMS1L,SIN3B,0.947
BRMS1L,SUDS3,0.906
BRPF1,BRPF3,0.964
BRPF1,H3C1,0.952
BRPF1,ING4,0.94
BRPF1,ING5,0.999
BRPF1,KAT6A,0.999
BRPF1,KAT6B,0.999
BRPF1,KAT7,0.997
BRPF1,MEAF6,0.999
BRPF3,ING4,0.908
BRPF3,ING5,0.99
BRPF3,KAT6A,0.992
BRPF3,KAT6B,0.986
BRPF3,KAT7,0.998
BRPF3,MEAF6,0.997
BSG,CAV1,0.996
BSG,CD44,0.985
BSG,DPP4,0.919
BSG,ITGB1,0.957
BSG,PPIA,0.999
BSG,PPIB,0.996
BSG,SLC16A1,0.999
BSG,SLC2A1,0.9
BSG,SLC3A2,0.95
BTC,EGF,0.973
BTC,EGFR,0.999
BTC,EPGN,0.952
BTC,ERBB2,0.925
BTC,ERBB3,0.975
BTC,ERBB4,0.999
BTC,HBEGF,0.935
BTC,NRG1,0.909
BTF3,EIF3H,0.928
BTF3,NACA,0.999
BTF3,RPL10,0.972
BTF3,RPL10A,0.979
BTF3,RPL11,0.981
BTF3,RPL12,0.956
BTF3,RPL13,0.945
BTF3,RPL13A,0.946
BTF3,RPL14,0.965
BTF3,RPL15,0.951
BTF3,RPL17,0.965
BTF3,RPL18,0.981
BTF3,RPL18A,0.982
BTF3,RPL19,0.979
BTF3,RPL21,0.974
BTF3,RPL22,0.934
BTF3,RPL23,0.955
BTF3,RPL23A,0.984
BTF3,RPL24,0.984
BTF3,RPL26,0.958
BTF3,RPL27,0.959
BTF3,RPL27A,0.935
BTF3,RPL28,0.942
BTF3,RPL29,0.973
BTF3,RPL3,0.957
BTF3,RPL30,0.993
BTF3,RPL31,0.997
BTF3,RPL32,0.984
BTF3,RPL34,0.949
BTF3,RPL35,0.967
BTF3,RPL35A,0.951
BTF3,RPL36,0.978
BTF3,RPL36A,0.961
BTF3,RPL37A,0.962
BTF3,RPL38,0.973
BTF3,RPL39,0.963
BTF3,RPL4,0.965
BTF3,RPL5,0.954
BTF3,RPL6,0.987
BTF3,RPL7,0.964
BTF3,RPL7A,0.975
BTF3,RPL8,0.982
BTF3,RPL9,0.955
BTF3,RPLP0,0.955
BTF3,RPS19,0.907
BTF3,RPS3A,0.912
BTF3,RPS8,0.9
BTK,CD79A,0.955
BTK,CD79B,0.965
BTK,CHUK,0.917
BTK,GRB2,0.984
BTK,GTF2I,0.978
BTK,IBTK,0.95
BTK,IKBKB,0.92
BTK,IKBKG,0.932
BTK,IRAK1,0.915
BTK,LCP2,0.999
BTK,LYN,0.997
BTK,MYD88,0.984
BTK,PIK3CA,0.946
BTK,PIK3CB,0.943
BTK,PIK3CD,0.978
BTK,PIK3R1,0.947
BTK,PIK3R2,0.925
BTK,PIK3R3,0.927
BTK,PLCG1,0.95
BTK,PLCG2,0.999
BTK,PTPN6,0.953
BTK,SYK,0.999
BTK,TEC,0.916
BTK,TLR9,0.911
BTK,TRAF2,0.915
BTK,TRAF3,0.939
BTK,VAV1,0.996
BTK,WAS,0.976
BTRC,CCNF,0.921
BTRC,CD4,0.947
BTRC,CDC25B,0.914
BTRC,CDC34,0.986
BTRC,CSNK1A1,0.926
BTRC,CTBP1,0.906
BTRC,CTNNB1,0.999
BTRC,CUL1,0.999
BTRC,CUL3,0.932
BTRC,CUL4A,0.963
BTRC,DDB1,0.98
BTRC,FBXO2,0.981
BTRC,FBXW11,0.993
BTRC,FBXW7,0.981
BTRC,GLI1,0.983
BTRC,GLI2,0.984
BTRC,GLI3,0.991
BTRC,GSK3B,0.999
BTRC,IGF2BP1,0.92
BTRC,IKBKB,0.95
BTRC,MDM2,0.96
BTRC,NEDD8,0.984
BTRC,NFE2L2,0.935
BTRC,NFKB1,0.964
BTRC,NFKB2,0.963
BTRC,NFKBIA,0.999
BTRC,NFKBIB,0.983
BTRC,PDCD4,0.958
BTRC,PER1,0.962
BTRC,PER2,0.993
BTRC,PER3,0.931
BTRC,PLK1,0.952
BTRC,RBX1,0.999
BTRC,RPS27A,0.904
BTRC,SKP1,0.999
BTRC,SKP2,0.998
BTRC,SNAI1,0.964
BTRC,UBA52,0.905
BTRC,UBB,0.908
BTRC,UBE2D2,0.99
BTRC,WWTR1,0.989
BTRC,YAP1,0.992
BUB1,BUB1B,0.999
BUB1,BUB3,0.999
BUB1,CCNA2,0.981
BUB1,CCNB1,0.992
BUB1,CCNB2,0.998
BUB1,CDC20,0.999
BUB1,CDC23,0.934
BUB1,CDC25C,0.921
BUB1,CDCA5,0.933
BUB1,CDCA8,0.971
BUB1,CDK1,0.998
BUB1,CENPA,0.969
BUB1,CEP55,0.928
BUB1,CHEK1,0.946
BUB1,DSN1,0.944
BUB1,ECT2,0.947
BUB1,ESPL1,0.99
BUB1,EXO1,0.929
BUB1,HJURP,0.928
BUB1,HMMR,0.909
BUB1,KIF11,0.985
BUB1,KIF15,0.923
BUB1,KIF20A,0.959
BUB1,KIF23,0.958
BUB1,KIF4A,0.952
BUB1,KNL1,0.999
BUB1,MAD1L1,0.998
BUB1,MAD2L1,0.999
BUB1,MAD2L2,0.968
BUB1,MIS12,0.918
BUB1,NCAPG,0.976
BUB1,NCAPH,0.933
BUB1,NDC80,0.998
BUB1,NEK2,0.932
BUB1,NUF2,0.994
BUB1,PLK1,0.996
BUB1,PLK4,0.926
BUB1,PTTG1,0.955
BUB1,RAE1,0.939
BUB1,RPS6KA1,0.915
BUB1,RPS6KA3,0.914
BUB1,SGO2,0.902
BUB1,SPAG5,0.934
BUB1,SPC24,0.926
BUB1,SPC25,0.967
BUB1,TOP2A,0.982
BUB1,TPX2,0.958
BUB1,ZWINT,0.991
BUB1B,BUB3,0.999
BUB1B,CCNA2,0.994
BUB1B,CCNB1,0.998
BUB1B,CCNB2,0.993
BUB1B,CDC16,0.999
BUB1B,CDC20,0.999
BUB1B,CDC23,0.999
BUB1B,CDC26,0.992
BUB1B,CDC27,0.999
BUB1B,CDCA8,0.994
BUB1B,CDK1,0.999
BUB1B,CENPA,0.985
BUB1B,CENPI,0.905
BUB1B,CEP55,0.939
BUB1B,DSN1,0.903
BUB1B,ESPL1,0.989
BUB1B,FOXM1,0.944
BUB1B,INCENP,0.912
BUB1B,JUN,0.914
BUB1B,KIF11,0.994
BUB1B,KIF15,0.923
BUB1B,KIF20A,0.977
BUB1B,KIF23,0.926
BUB1B,KIF4A,0.968
BUB1B,KNL1,0.999
BUB1B,KNTC1,0.921
BUB1B,MAD1L1,0.993
BUB1B,MAD2L1,0.999
BUB1B,MAD2L2,0.926
BUB1B,MIS12,0.933
BUB1B,MXI1,0.994
BUB1B,NCAPG,0.952
BUB1B,NCAPH,0.915
BUB1B,NDC80,0.992
BUB1B,NEK2,0.999
BUB1B,NUF2,0.98
BUB1B,PLK1,0.999
BUB1B,PLK4,0.935
BUB1B,PPP2CA,0.997
BUB1B,PPP2R5A,0.98
BUB1B,PTTG1,0.978
BUB1B,RACGAP1,0.919
BUB1B,RAD51,0.942
BUB1B,RAE1,0.935
BUB1B,RRM2,0.922
BUB1B,SPAG5,0.951
BUB1B,SPC25,0.93
BUB1B,SPDL1,0.958
BUB1B,TACC3,0.946
BUB1B,TOP2A,0.98
BUB1B,TPX2,0.936
BUB1B,TRIM33,0.994
BUB1B,ZW10,0.928
BUB1B,ZWILCH,0.953
BUB1B,ZWINT,0.996
BUB3,CDC16,0.971
BUB3,CDC20,0.999
BUB3,CDC23,0.979
BUB3,CDC26,0.948
BUB3,CDC27,0.999
BUB3,CDK1,0.924
BUB3,DYNLT3,0.921
BUB3,ESPL1,0.932
BUB3,KNL1,0.996
BUB3,MAD1L1,0.98
BUB3,MAD2L1,0.999
BUB3,PARP2,0.903
BUB3,ZNF207,0.997
BUB3,ZW10,0.931
BUD31,CDC40,0.999
BUD31,CDC5L,0.999
BUD31,CRNKL1,0.999
BUD31,CTNNBL1,0.965
BUD31,CWC15,0.999
BUD31,CWC22,0.999
BUD31,CWC25,0.996
BUD31,CWC27,0.987
BUD31,DHX15,0.993
BUD31,DHX16,0.977
BUD31,DHX38,0.995
BUD31,DHX8,0.997
BUD31,EFTUD2,0.999
BUD31,ISY1,0.996
BUD31,LSM3,0.902
BUD31,PHF5A,0.995
BUD31,PLRG1,0.999
BUD31,PPIE,0.997
BUD31,PPIL1,0.998
BUD31,PRPF18,0.912
BUD31,PRPF19,0.999
BUD31,PRPF38A,0.923
BUD31,PRPF8,0.999
BUD31,RBM22,0.999
BUD31,SF3A1,0.936
BUD31,SF3A2,0.986
BUD31,SF3A3,0.984
BUD31,SF3B1,0.956
BUD31,SF3B2,0.994
BUD31,SF3B3,0.937
BUD31,SF3B4,0.932
BUD31,SF3B5,0.994
BUD31,SLU7,0.996
BUD31,SNRNP200,0.995
BUD31,SNRNP40,0.998
BUD31,SNRPA1,0.999
BUD31,SNRPB,0.993
BUD31,SNRPB2,0.997
BUD31,SNRPD1,0.999
BUD31,SNRPD2,0.999
BUD31,SNRPD3,0.999
BUD31,SNRPE,0.999
BUD31,SNRPF,0.999
BUD31,SNRPG,0.999
BUD31,SNRPN,0.98
BUD31,SNW1,0.999
BUD31,SRRM2,0.998
BUD31,SYF2,0.999
BUD31,TCERG1,0.902
BUD31,TFIP11,0.972
BUD31,UBL5,0.904
BUD31,XAB2,0.999
BUD31,YJU2,0.996
C1D,DIS3,0.997
C1D,DIS3L,0.996
C1D,EXOSC1,0.999
C1D,EXOSC10,0.999
C1D,EXOSC2,0.999
C1D,EXOSC3,0.999
C1D,EXOSC4,0.997
C1D,EXOSC5,0.999
C1D,EXOSC6,0.997
C1D,EXOSC7,0.998
C1D,EXOSC8,0.999
C1D,EXOSC9,0.999
C1D,MPHOSPH6,0.996
C1D,MTREX,0.999
C1D,NOP56,0.939
C1D,NOP58,0.904
C1D,RBM7,0.904
C1D,ZFC3H1,0.965
C1QA,C1QB,0.999
C1QA,C1QC,0.999
C1QA,C1R,0.988
C1QA,C1S,0.99
C1QA,CALR,0.943
C1QA,CSF1R,0.906
C1QB,C1QC,0.999
C1QB,C1R,0.995
C1QB,C1S,0.995
C1QB,CALR,0.96
C1QBP,KRT1,0.949
C1QBP,PHB2,0.964
C1QBP,VTN,0.959
C1QBP,YBX1,0.904
C1QC,C1R,0.993
C1QC,C1S,0.992
C1QC,CALR,0.908
C1R,C1S,0.999
C1R,C3,0.935
C1S,C3,0.908
C2orf49,DDX1,0.993
C2orf49,FAM98B,0.998
C2orf49,RTCB,0.995
C2orf49,RTRAF,0.997
C2orf49,ZBTB8OS,0.948
C3,C3AR1,0.998
C3,C5,0.974
C3,C5AR1,0.977
C3,C5AR2,0.998
C3,CFB,0.999
C3,CFP,0.999
C3,CR2,0.999
C3,CRP,0.985
C3,ITGAM,0.999
C3,ITGAX,0.969
C3,ITGB2,0.998
C3,MASP1,0.936
C3,MASP2,0.91
C3,MBL2,0.934
C3,PLG,0.978
C3,SELP,0.991
C3AR1,C5AR1,0.987
C5,C5AR1,0.999
C5,C5AR2,0.99
C5,C6,0.999
C5,C8A,0.999
C5,C9,0.999
C5,F2,0.921
C5,PPIF,0.901
C5,SPG7,0.9
C5,VDAC1,0.901
C5AR1,RPS19,0.986
C5AR1,TLR2,0.922
C6,C8A,0.985
C6,C9,0.996
C6,PPIF,0.9
C6,SPG7,0.9
C6,VDAC1,0.901
C8A,C9,0.997
C8A,PPIF,0.9
C8A,SPG7,0.9
C8A,VDAC1,0.903
C9,PPIF,0.9
C9,SPG7,0.9
C9,VDAC1,0.9
C9,VTN,0.957
C9orf72,FUS,0.929
C9orf72,RAB1A,0.989
C9orf72,RAB8A,0.98
C9orf72,RB1CC1,0.983
C9orf72,SMCR8,0.999
C9orf72,TARDBP,0.943
C9orf72,ULK1,0.989
C9orf72,ULK2,0.913
C9orf72,WDR41,0.999
CA9,EPAS1,0.908
CA9,HIF1A,0.944
CAB39,PRKAA1,0.933
CAB39,PRKAA2,0.928
CAB39,STK11,0.999
CAB39,STK26,0.992
CAB39,STRADA,0.999
CABIN1,HIRA,0.999
CABIN1,MEF2D,0.94
CABIN1,UBN1,0.999
CABLES1,CDK3,0.945
CABLES1,CDK5,0.969
CACNA1A,CACNA1B,0.945
CACNA1A,CACNA1C,0.952
CACNA1A,CACNA2D1,0.951
CACNA1A,CACNA2D2,0.982
CACNA1A,CACNA2D4,0.932
CACNA1A,CACNB1,0.919
CACNA1A,CACNB2,0.955
CACNA1A,CACNG2,0.912
CACNA1A,CALM1,0.937
CACNA1A,CALM2,0.938
CACNA1A,CALM3,0.977
CACNA1A,INS,0.926
CACNA1A,PPP2R2B,0.929
CACNA1A,PRKCA,0.915
